k_index,q1,q2,q3,path_inv_A,band,energy_eV
12,0.1805555555555556,0.3611111111111112,0.0,0.6053226802491932,6,-6.197756833500083
12,0.1805555555555556,0.3611111111111112,0.0,0.6053226802491932,7,-5.162398631029779
12,0.1805555555555556,0.3611111111111112,0.0,0.6053226802491932,8,-5.1401443430538105
12,0.1805555555555556,0.3611111111111112,0.0,0.6053226802491932,9,-5.093120830523148
12,0.1805555555555556,0.3611111111111112,0.0,0.6053226802491932,10,-5.0808866194111015
12,0.1805555555555556,0.3611111111111112,0.0,0.6053226802491932,11,-4.599747981484484
12,0.1805555555555556,0.3611111111111112,0.0,0.6053226802491932,12,-4.573995369950088
12,0.1805555555555556,0.3611111111111112,0.0,0.6053226802491932,13,-3.353326512793928
12,0.1805555555555556,0.3611111111111112,0.0,0.6053226802491932,14,-3.2848325130679856
12,0.1805555555555556,0.3611111111111112,0.0,0.6053226802491932,15,-2.550515939504464
12,0.1805555555555556,0.3611111111111112,0.0,0.6053226802491932,16,-2.5196524199175703
12,0.1805555555555556,0.3611111111111112,0.0,0.6053226802491932,17,-2.1836433081657467
12,0.1805555555555556,0.3611111111111112,0.0,0.6053226802491932,18,-2.096306285597906
12,0.1805555555555556,0.3611111111111112,0.0,0.6053226802491932,19,0.4226126257697983
12,0.1805555555555556,0.3611111111111112,0.0,0.6053226802491932,20,0.4955327754265111
12,0.1805555555555556,0.3611111111111112,0.0,0.6053226802491932,21,1.091083248701159
12,0.1805555555555556,0.3611111111111112,0.0,0.6053226802491932,22,1.102597503216379
12,0.1805555555555556,0.3611111111111112,0.0,0.6053226802491932,23,1.3235864571306184
12,0.1805555555555556,0.3611111111111112,0.0,0.6053226802491932,24,1.3729563298226428
12,0.1805555555555556,0.3611111111111112,0.0,0.6053226802491932,25,2.7711196216185083
12,0.1805555555555556,0.3611111111111112,0.0,0.6053226802491932,26,2.8003852321633853
13,0.1666666666666667,0.3333333333333333,0.0,0.6603520148173019,1,-14.348245637485608
13,0.1666666666666667,0.3333333333333333,0.0,0.6603520148173019,2,-14.3409913760708
13,0.1666666666666667,0.3333333333333333,0.0,0.6603520148173019,3,-13.734381722110886
13,0.1666666666666667,0.3333333333333333,0.0,0.6603520148173019,4,-13.733419214719458
13,0.1666666666666667,0.3333333333333333,0.0,0.6603520148173019,5,-6.172956724715598
13,0.1666666666666667,0.3333333333333333,0.0,0.6603520148173019,6,-6.158585824151869
13,0.1666666666666667,0.3333333333333333,0.0,0.6603520148173019,7,-5.108628860738556
13,0.1666666666666667,0.3333333333333333,0.0,0.6603520148173019,8,-5.103292286929867
13,0.1666666666666667,0.3333333333333333,0.0,0.6603520148173019,9,-4.949347159773118
13,0.1666666666666667,0.3333333333333333,0.0,0.6603520148173019,10,-4.920533571933514
13,0.1666666666666667,0.3333333333333333,0.0,0.6603520148173019,11,-4.502055146640725
